event_type,event_coordsys,hpc_x,hpc_y,hgc_x,hgc_y,start_time,end_time,frm_name,obs_observatory,obs_instrument,kb_archivid,HER event summary
FL,UTC-HGS-TOPO,0.0,120.7782,-99.78728000000001,0,2011-02-24T07:23:00,2011-02-24T07:42:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_172804_20110224072300,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_172804_20110224072300
FL,UTC-HGS-TOPO,303.2154,316.9008,-25.34995,14,2011-04-15T17:02:00,2011-04-15T17:28:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173355_20110415170200,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173355_20110415170200
FL,UTC-HGS-TOPO,485.286,-237.8976,33.76256420000001,-20,2011-02-16T14:19:00,2011-02-16T14:29:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_172658_20110216141900,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_172658_20110216141900
FL,UTC-HGS-TOPO,0.0,116.1294,-114.05015,0,2011-03-24T17:01:00,2011-03-24T17:10:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173228_20110324170100,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173228_20110324170100
FL,UTC-HGS-TOPO,0.0,117.9606,-22.41614,0,2011-02-18T10:23:00,2011-02-18T10:37:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_172718_20110218102300,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_172718_20110218102300
FL,UTC-HGS-TOPO,-514.7754,-196.4196,-170.74183,-16,2011-04-22T16:56:00,2011-04-22T17:14:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173437_20110422165600,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173437_20110422165600
FL,UTC-HGS-TOPO,0.0,115.2516,-130.59795,0,2011-03-25T23:08:00,2011-03-25T23:30:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173239_20110325230800,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173239_20110325230800
FL,UTC-HGS-TOPO,-777.4739999999999,-347.2902,-153.19929,-19,2010-11-06T15:27:00,2010-11-06T15:44:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20101106_203622_20101106152700,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20101106_203622_20101106152700
FL,UTC-HGS-TOPO,0.0,97.044,-100.61614,0,2011-01-28T00:44:00,2011-01-28T01:10:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110907_162224_20110128004400,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110907_162224_20110128004400
FL,UTC-HGS-TOPO,168.1446,862.29,44.443397999999995,56,2011-02-14T17:20:00,2011-02-14T17:32:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_172639_20110214172000,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_172639_20110214172000
FL,UTC-HGS-TOPO,0.0,122.3886,91.988507,0,2011-03-09T01:52:00,2011-03-09T02:07:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173040_20110309015200,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173040_20110309015200
FL,UTC-HGS-TOPO,0.0,115.1892,32.195137,0,2011-02-14T06:51:00,2011-02-14T07:03:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_172634_20110214065100,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_172634_20110214065100
