event_type,event_coordsys,hpc_x,hpc_y,hgc_x,hgc_y,start_time,end_time,frm_name,obs_observatory,obs_instrument,kb_archivid,HER event summary
FL,UTC-HGS-TOPO,683.628,373.4892,64.416166,18,2011-03-14T19:30:00,2011-03-14T19:54:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173140_20110314193000,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173140_20110314193000
FL,UTC-HGS-TOPO,704.58,370.3752,64.338516,18,2011-03-14T23:17:00,2011-03-14T23:51:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173142_20110314231700,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173142_20110314231700
FL,UTC-HGS-TOPO,0,121.0554,13.780202,0,2011-03-15T00:18:00,2011-03-15T00:24:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173143_20110315001800,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173143_20110315001800
FL,UTC-HGS-TOPO,0,117.1854,-92.64137,0,2011-03-23T02:03:00,2011-03-23T02:24:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173220_20110323020300,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173220_20110323020300
FL,UTC-HGS-TOPO,-632.802,-182.4894,-154.30298,-16,2011-03-24T12:01:00,2011-03-24T12:11:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173225_20110324120100,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173225_20110324120100
FL,UTC-HGS-TOPO,0,116.1294,-114.05015,0,2011-03-24T17:01:00,2011-03-24T17:10:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173228_20110324170100,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173228_20110324170100
FL,UTC-HGS-TOPO,0,115.2516,-130.59795,0,2011-03-25T23:08:00,2011-03-25T23:30:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173239_20110325230800,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173239_20110325230800
FL,UTC-HGS-TOPO,303.2154,316.9008,-25.34995,14,2011-04-15T17:02:00,2011-04-15T17:28:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173355_20110415170200,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173355_20110415170200
FL,UTC-HGS-TOPO,426.1206,279.6876,-21.49454,12,2011-04-16T00:34:00,2011-04-16T01:08:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173357_20110416003400,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173357_20110416003400
FL,UTC-HGS-TOPO,536.0172,288.4152,-20.80278,13,2011-04-16T13:51:00,2011-04-16T14:29:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173405_20110416135100,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173405_20110416135100
FL,UTC-HGS-TOPO,-708.294,-193.7502,-169.51511,-15,2011-04-21T09:38:00,2011-04-21T09:58:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173427_20110421093800,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173427_20110421093800
FL,UTC-HGS-TOPO,-620.964,-236.1042,-172.94454,-18,2011-04-22T04:35:00,2011-04-22T05:14:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173430_20110422043500,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173430_20110422043500
FL,UTC-HGS-TOPO,-541.0848,-197.7342,-169.54038,-16,2011-04-22T11:07:00,2011-04-22T11:37:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173433_20110422110700,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173433_20110422110700
FL,UTC-HGS-TOPO,-522.3816,-229.686,-171.10887,-18,2011-04-22T15:47:00,2011-04-22T16:11:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173436_20110422154700,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173436_20110422154700
FL,UTC-HGS-TOPO,-514.7754,-196.4196,-170.74183,-16,2011-04-22T16:56:00,2011-04-22T17:14:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173437_20110422165600,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173437_20110422165600
FL,UTC-HGS-TOPO,872.76,352.5942,179.7709,21,2011-05-01T23:25:00,2011-05-01T23:39:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173520_20110501232500,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173520_20110501232500
FL,UTC-HGS-TOPO,0,54.7479,-3.48791,0,2011-05-09T20:42:00,2011-05-09T21:19:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110512_210143_20110509204200,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110512_210143_20110509204200
FL,UTC-HGS-TOPO,0,20.56308,120.66268,0,2011-05-27T16:38:00,2011-05-27T16:47:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110907_162654_20110527163800,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110907_162654_20110527163800
FL,UTC-HGS-TOPO,0,19.69992,114.91052,0,2011-05-28T03:04:00,2011-05-28T03:43:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110907_162657_20110528030400,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110907_162657_20110528030400
FL,UTC-HGS-TOPO,-858.156,-335.103,35.7955,-21,2011-05-28T08:43:00,2011-05-28T09:06:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110907_162659_20110528084300,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110907_162659_20110528084300
FL,UTC-HGS-TOPO,-845.952,-334.3068,37.8858,-21,2011-05-28T10:22:00,2011-05-28T11:21:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110907_162659_20110528102200,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110907_162659_20110528102200
FL,UTC-HGS-TOPO,-841.944,-318.4926,33.94055,-20,2011-05-28T21:09:00,2011-05-28T22:01:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110907_162701_20110528210900,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110907_162701_20110528210900
FL,UTC-HGS-TOPO,0,17.80806,102.32167,0,2011-05-29T01:54:00,2011-05-29T02:03:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110907_162703_20110529015400,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110907_162703_20110529015400
FL,UTC-HGS-TOPO,-796.53,-348.3402,32.782245,-22,2011-05-29T10:08:00,2011-05-29T11:08:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110907_162705_20110529100800,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110907_162705_20110529100800
FL,UTC-HGS-TOPO,-763.326,-362.835,35.973597,-23,2011-05-29T11:36:00,2011-05-29T11:42:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110907_162706_20110529113600,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110907_162706_20110529113600
FL,UTC-HGS-TOPO,-835.656,-287.0172,24.241144,-18,2011-05-29T20:11:00,2011-05-29T21:48:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110907_162706_20110529201100,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110907_162706_20110529201100
FL,UTC-HGS-TOPO,-678.582,-361.644,35.837818,-23,2011-05-30T05:59:00,2011-05-30T06:07:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110907_162707_20110530055900,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110907_162707_20110530055900
FL,UTC-HGS-TOPO,715.5,-339.795,34.80936,-21,2011-06-07T06:16:00,2011-06-07T06:59:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110907_162719_20110607061600,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110907_162719_20110607061600
FL,UTC-HGS-TOPO,-889.524,241.173,162.70156,15,2011-06-14T21:36:00,2011-06-14T22:10:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110907_162729_20110614213600,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110907_162729_20110614213600
FL,UTC-HGS-TOPO,-754.2,250.7436,163.50653,16,2011-06-16T10:13:00,2011-06-16T10:29:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110907_162732_20110616101300,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110907_162732_20110616101300
FL,UTC-HGS-TOPO,126.8046,234.6816,166.20344,16,2011-06-21T01:22:00,2011-06-21T04:27:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110907_162746_20110621012200,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110907_162746_20110621012200
FL,UTC-HGS-TOPO,-535.9032,255.5952,-3.175284,20,2011-07-27T15:48:00,2011-07-27T16:22:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110907_162919_20110727154800,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110907_162919_20110727154800
FL,UTC-HGS-TOPO,0,-90.0402,28.028327,0,2011-07-28T02:19:00,2011-07-28T02:29:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110907_162923_20110728021900,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110907_162923_20110728021900
